original_mean,original_std,original_min,original_max,clahe_mean,clahe_std,clahe_min,clahe_max,contrast_improvement,brightness_change,image_path
184.6795253753662,59.4789329150948,0,253,172.87854194641113,63.17590122452015,1,253,3.696968309425351,-11.800983428955078,c8cef7f9bbed9e8303371f940dcfc495.jpg
113.6850004196167,62.20174900554752,0,255,122.74684524536133,64.89264221189389,0,255,2.6908932063463666,9.061844825744629,d7a418b9be0b9981e1a5e81f97e70690.jpg
174.51171684265137,62.14964758823607,0,255,167.42992877960205,65.53857955376039,1,255,3.388931965524314,-7.081788063049316,3c4863368b0bf5c811a52e24fa2cd2d8.jpg
133.3121461868286,65.49957473808833,0,250,134.63209533691406,66.52180412620011,0,252,1.022229388111782,1.3199491500854492,b4fc5e0bb44a19fcb308e73639746915.jpg
159.64528369903564,71.47253263401048,0,255,151.36840438842773,73.4505061373319,0,255,1.9779735033214223,-8.27687931060791,6db6e5b15b7497f9179ec06fb3723d5c.jpg
119.21887016296387,62.431140601458075,0,254,129.36717891693115,62.85221360108151,2,255,0.4210729996234335,10.148308753967285,d252062152a9c144706233c2a544c711.jpg
139.1239538192749,50.37423889212135,0,255,140.62192344665527,59.386618612393946,1,255,9.012379720272598,1.497969627380371,0d266f5353352d86d3c092da96dc67f5.jpg
166.79643440246582,52.04000976973035,0,255,158.6575412750244,56.43552924251514,1,255,4.395519472784791,-8.138893127441406,4db4ecf3e2d32c92cf3f10c7b1643a5b.jpg
126.77486515045166,62.55919289544326,0,255,129.70796489715576,68.7647499056097,1,255,6.205557010166444,2.9330997467041016,08e3d3783927a15d35137c756c1a7e0b.jpg
148.3976287841797,74.84850598517913,0,255,140.50352668762207,75.92062057811226,1,255,1.0721145929331328,-7.894102096557617,f608bb02a0b91160b07fb867bbec84ad.jpg
122.67248153686523,61.2806669184281,0,246,127.75384712219238,62.08779677091609,1,253,0.8071298524879893,5.081365585327148,a48b09b94137d7500ba23cfc72c990fa.jpg
165.00989723205566,72.45164026075689,0,255,156.7010154724121,74.99166017549801,0,255,2.540019914741123,-8.308881759643555,8c09865ee3cb674cc41dee8bca45fe5a.jpg
153.52493858337402,77.08721857723818,0,255,144.30080604553223,75.71453175846358,1,255,-1.3726868187745964,-9.224132537841797,25897fa85891d5fcf7c65d520628cf20.jpg
150.43221950531006,76.63583753302302,0,255,146.89528846740723,75.92503153400656,0,255,-0.7108059990164577,-3.536931037902832,3dfb420f4634c36fde566f04e6d69651.jpg
149.5338363647461,79.81447288497898,0,255,147.15282249450684,78.79119666689736,2,255,-1.0232762180816195,-2.381013870239258,628ba9788c00a8fa5fd77992fa9f63ed.jpg
154.15454387664795,54.07539742165674,0,255,149.85740280151367,58.14925867902531,1,255,4.07386125736857,-4.297141075134277,a9f2816d377349f221a96f46c728d36e.jpg
168.92422199249268,63.72820076635825,0,255,161.65274906158447,66.14717796182084,1,255,2.4189771954625954,-7.271472930908203,633a915d9f92edf4edc1c4a85548201f.jpg
163.60854148864746,69.57698921638011,0,255,155.2059783935547,71.13977142741959,1,255,1.562782211039476,-8.402563095092773,73389cedf5cac39b292141ad966adfcb.jpg
121.1929407119751,55.450773287281415,0,255,129.42130851745605,56.90513120261392,2,255,1.4543579153325084,8.228367805480957,a33cd2473556d2cdfd77ba3d2fa78349.jpg
113.02591037750244,68.03271514366914,0,255,121.45059776306152,70.42662891123257,1,255,2.3939137675634328,8.424687385559082,b42962e103033ae66afb049d00cb477c.jpg
129.70342445373535,64.27880478145578,0,247,132.72448921203613,64.34587804776972,0,254,0.0670732663139404,3.0210647583007812,11dbd33fc77075c94a202362ed8e197e.jpg
169.59619998931885,50.182100264619265,0,255,157.36948490142822,60.14424119143378,1,255,9.962140926814513,-12.226715087890625,6c63a1225abbaf4be97d520df64d9125.jpg
91.7156171798706,47.71974065082031,2,238,109.92481994628906,53.241631682271,0,246,5.521891031450686,18.209202766418457,7bf14801ba177b4d09cee3dd3e452973.jpg
158.28453636169434,57.52399743494393,0,255,146.33351230621338,61.50537857642213,1,255,3.9813811414782023,-11.951024055480957,0bee0cde729de2d82b39527c37f11934.jpg
106.03867053985596,68.52760651726098,0,255,116.11624526977539,74.42780321274246,2,255,5.900196695481483,10.077574729919434,2c475d89c90a50567ba0cf5ddd62f68a.jpg
162.02056694030762,63.10385574232339,0,255,149.22159957885742,64.37959526649561,2,255,1.2757395241722236,-12.798967361450195,15f023463d88b8f8bc852a9a7b72e6e3.jpg
122.0771484375,73.42032166546942,0,247,120.35229015350342,70.9894485152502,1,251,-2.430873150219213,-1.724858283996582,d1713f5cf5838c1592e5f712b5d4928e.jpg
142.1495542526245,78.68874877503366,0,255,133.36780643463135,79.30641546568948,1,255,0.6176666906558239,-8.781747817993164,a5beb1c44c49e97f1f46e5071c5c38e8.jpg
107.800368309021,71.11987592141479,0,255,111.83164882659912,77.7957006015198,2,255,6.675824680105009,4.031280517578125,35666a43bb8105a07d1020d9a4839f2f.jpg
102.92809009552002,57.71465029427608,8,255,113.92882061004639,62.01115309768987,2,255,4.296502803413787,11.000730514526367,f52c1bf308db55a73521eb1a048b1c92.jpg
124.77775287628174,63.78105002703984,0,255,131.79607963562012,64.0752144791281,0,255,0.2941644520882676,7.018326759338379,517f3939a9628db4475c2c0ae39b2d1b.jpg
126.50159740447998,64.37316881056266,0,255,128.56537437438965,62.76197021864512,0,255,-1.6111985919175424,2.063776969909668,b311e9ad56a71aadfcd8be7009111352.jpg
146.4555082321167,55.41613910484159,0,255,146.436993598938,56.01991143935054,0,255,0.6037723345089461,-0.018514633178710938,ef85cda3a115da5e7399342ac986d489.jpg
158.1130599975586,68.89218538998927,0,255,149.54354095458984,71.70449897674443,0,255,2.8123135867551667,-8.56951904296875,4113bf958daeb1b468c147801007dfc3.jpg
156.4543218612671,53.82637665679901,0,253,145.43762111663818,57.04782900160333,0,254,3.2214523448043195,-11.016700744628906,b8e5248b4e87c2775642f2b5c7bdbade.jpg
89.8523006439209,50.32190557868669,0,255,107.59399700164795,61.36268445058155,1,255,11.040778871894858,17.74169635772705,fa109c087e46fe1ea27e48ce6d154d2f.jpg
116.65864753723145,71.90468287244504,0,248,118.65965461730957,71.80526111409293,0,252,-0.09942175835210776,2.001007080078125,ac3e0af6a22d73ed96f05d43037a1e7a.jpg
152.7796287536621,76.76064161834272,0,255,146.76612663269043,76.60669741259807,1,255,-0.15394420574465073,-6.01350212097168,db56d92cb8648d1bd80eff002eefdbf7.jpg
170.7678680419922,63.381659699376776,0,255,164.68720245361328,66.14486269754995,1,255,2.7632029981731776,-6.080665588378906,d6d95f11e158dafc5fe2955b81192f51.jpg
146.51494121551514,63.194937564774506,0,255,142.0421485900879,67.88985940271718,2,255,4.6949218379426725,-4.472792625427246,1125f1da5766f0392d45630133c7bed6.jpg
107.37271118164062,59.05708634129668,0,255,117.48186302185059,63.326310462441334,0,255,4.269224121144653,10.109151840209961,bdde108a7d024a734cdbed2952f64fe1.jpg
147.96838855743408,60.12458238972552,0,255,141.37602996826172,62.67406759285685,0,255,2.549485203131333,-6.592358589172363,cefc99738c5307f12d9104f31ff2c1c4.jpg
115.2710189819336,63.99132782132712,0,232,121.3106336593628,64.04833104546677,1,253,0.05700322413964898,6.039614677429199,269fc38670939729787d740e47145028.jpg
157.33628273010254,73.02565884458657,0,255,152.3318452835083,73.67009965462361,0,255,0.6444408100370396,-5.004437446594238,88bf02cc510da5050a869c290d8f8565.jpg
152.07972812652588,64.23196983167082,0,255,144.26312160491943,66.83946864872752,2,255,2.607498817056694,-7.816606521606445,93a37385c5f53a0c3a1357f996f22555.jpg
111.39180564880371,71.91074066099277,0,255,111.094895362854,71.0415276951572,1,255,-0.8692129658355725,-0.29691028594970703,40e919b188ff9c41cf2e3f9c37a4b808.jpg
166.7503900527954,44.143829686760924,0,235,156.19039154052734,52.530619676908735,1,247,8.386789990147811,-10.559998512268066,f5824499552ae516c70308416344eb91.jpg
116.62440013885498,66.12874120266052,0,234,121.17248821258545,65.57232811687254,1,253,-0.5564130857879803,4.548088073730469,044c53b3fd48fc029318fbcee70ae0d1.jpg
159.92808532714844,78.09351808962083,0,255,151.01465702056885,76.80961731194606,0,255,-1.2839007776747735,-8.91342830657959,a75ffc1c7b9a233ab869e52d79cefefb.jpg
127.42865657806396,81.45078951339961,0,255,121.14907932281494,80.16496809915985,0,255,-1.2858214142397628,-6.279577255249023,cde438e260e3b75a814cd3519a2c28b5.jpg
140.46461868286133,63.23137951114427,0,239,137.96871662139893,64.79184836645453,0,254,1.560468855310262,-2.4959020614624023,7db70125d7739e6cd0c442e7b7592d4c.jpg
122.20244026184082,72.85222705165036,0,255,119.95965099334717,75.52501482512854,2,255,2.672787773478177,-2.2427892684936523,170709246c0ac68fa305fb3acc2cfb77.jpg
116.96411418914795,66.66548896534138,0,255,119.86614322662354,70.12143101847424,1,255,3.4559420531328584,2.902029037475586,8862ef75274d0c13bba19d7b5f2147c6.jpg
148.3004035949707,80.30934769834218,0,255,141.99002933502197,80.54542204681643,0,255,0.23607434847424713,-6.3103742599487305,bbac60d6c7695f5eeccb56cb56336f6d.jpg
136.48523807525635,82.32646903839522,0,255,129.79113101959229,81.08624390166997,1,255,-1.2402251367252433,-6.6941070556640625,58ac0fe8d8c2cf736216f42a31e89e85.jpg
125.7631425857544,63.563141573943795,0,255,125.70859432220459,66.54327698696268,1,255,2.9801354130188855,-0.05454826354980469,cdfac35a0800774db5fe8a6354df64ef.jpg
134.9119873046875,61.936698357810386,0,255,131.61659145355225,66.48879836046588,1,255,4.552100002655493,-3.295395851135254,4f3f5460ae80ab6ec1bf00b33087a828.jpg
162.5199031829834,49.62199422175216,3,255,151.25652980804443,56.29456449995313,0,255,6.672570278200972,-11.263373374938965,2534b21e1fcdf7748a07109999952840.jpg
122.95429515838623,60.98084305763401,0,255,129.32650184631348,64.85185319885609,0,255,3.8710101412220794,6.372206687927246,d60002856387ce505f27d4a6dd8d2bec.jpg
135.5067262649536,59.621198765403875,0,255,138.56570434570312,64.03232475807397,0,255,4.411125992670094,3.0589780807495117,b8d0602c3d243b1f833bc0e5885a0b0c.jpg
99.7469367980957,63.80092146038374,0,255,113.99579906463623,67.02034388383433,1,255,3.219422423450588,14.248862266540527,b0f891aceeaa1e6fe1de0fd072389686.jpg
123.24956607818604,66.03864396994678,0,238,126.83427238464355,66.25795113829743,0,251,0.21930716835065311,3.5847063064575195,402e634d189693e887ccd6e488a4b29d.jpg
100.51158905029297,59.87865697384298,0,225,115.20060443878174,64.48758057529494,0,254,4.608923601451963,14.68901538848877,7ed01df33497667609ef5a2585b5e36d.jpg
129.19556617736816,67.39398015208617,0,255,129.24670886993408,72.11060896518275,2,255,4.716628813096577,0.05114269256591797,17791317b59d89c03ce7a15826e1b876.jpg
148.53735160827637,68.79941904387503,0,255,140.72920036315918,68.50643486483101,1,255,-0.2929841790440264,-7.8081512451171875,4d314293037f079e4916231d262212d3.jpg
129.62224674224854,56.035825644036834,0,237,129.46910667419434,61.97842021860183,0,253,5.942594574565,-0.15314006805419922,492c436c00725c4c909ec6fbc9223b92.jpg
151.1333475112915,52.98212125622971,0,242,142.4220724105835,60.648250300357375,1,253,7.666129044127665,-8.711275100708008,610d69d7787f995a196a5d8ea8ed1be5.jpg
113.27674293518066,64.64299435900648,0,255,119.33742046356201,72.02250000560622,1,255,7.379505646599739,6.060677528381348,146584f4913fd351785bf9159fd17617.jpg
112.29666423797607,57.710373830284915,0,255,123.95337009429932,56.5238793053287,1,255,-1.1864945249562169,11.656705856323242,da4cfaa6343960e89066e60b678bbbd7.jpg
166.72410488128662,54.47413328837038,0,255,154.9901647567749,59.69912448005545,2,255,5.224991191685071,-11.733940124511719,e583b6c45b5622f1e714f57521a22a30.jpg
118.71353816986084,65.8054292106823,0,255,124.63894939422607,68.20402882618157,1,255,2.398599615499265,5.925411224365234,d846ef7992c9efb128ba7e3c25fa6a64.jpg
156.62858295440674,65.00247223839385,0,239,146.90380668640137,65.13760354596386,0,250,0.13513130757000624,-9.724776268005371,da80aff78196208d9395ced4a9f0d485.jpg
145.80081844329834,62.99609920397465,0,241,140.8585443496704,64.61831678669236,0,251,1.6222175827177097,-4.94227409362793,9134e1c89231ce785443c0e4eac783a7.jpg
140.40247535705566,79.55454933574813,0,255,138.15737342834473,78.75749211201263,1,255,-0.7970572237355071,-2.2451019287109375,8820320f9f26502110190b10d5321949.jpg
112.75181198120117,59.75048138857274,0,255,123.8921594619751,63.93246729891879,0,255,4.18198591034605,11.140347480773926,b192b0ddffed39cf6894a6beab870f9e.jpg
101.41404151916504,65.4780746062753,0,238,108.47321796417236,68.7026561498451,1,253,3.2245815435697978,7.059176445007324,f58ecf974a05d2f5ece85aa9393cf9d6.jpg
118.86039733886719,59.68964324142245,0,255,129.1945276260376,62.79555819589167,1,255,3.1059149544692204,10.33413028717041,fc50039c45fdb6c9224bfff5ba4e64b3.jpg
155.36633777618408,74.62554165035594,0,255,147.48374271392822,73.77025035835602,1,255,-0.8552912919999187,-7.882595062255859,19da7247b897983617e17c69636620ad.jpg
142.70475006103516,64.47784728708112,0,255,139.56980323791504,68.11560387739874,1,255,3.637756590317622,-3.134946823120117,616f7784ae537b00b14617a57b53de73.jpg
148.78862380981445,71.57322838826649,0,255,142.02688217163086,74.34655715527033,1,255,2.7733287670038465,-6.761741638183594,3024b7dc8e38999c16ab20ed51c7aa2e.jpg
82.39598369598389,40.63877622214075,2,255,103.93674278259277,47.58092317566662,1,255,6.942146953525871,21.540759086608887,76daa0fd9fc0346e09cbcc7ac90c9fb1.jpg
140.40482902526855,59.296369704818375,0,255,139.21778678894043,60.54687661370772,1,255,1.2505069088893421,-1.187042236328125,3c58145fc5651bd028aaee3d5f3d6c40.jpg
152.5623197555542,60.17203374184229,0,255,146.34926223754883,63.61073166009239,1,255,3.4386979182500994,-6.213057518005371,66d28ab317b915eb7a400ad4a005ebc0.jpg
113.4348258972168,63.19721490603659,0,255,123.69743633270264,67.18199530721108,0,255,3.98478040117449,10.26261043548584,0c31081e8ada2990bcbef0f12ea60b07.jpg
145.46325969696045,59.00625579271365,0,255,140.58052730560303,62.43658776789973,0,255,3.4303319751860784,-4.882732391357422,02fe3eea41166a1d3eb75307a12c4a63.jpg
142.6090431213379,82.56025935335538,0,255,137.2194471359253,81.48525910189426,0,255,-1.0750002514611197,-5.389595985412598,d625684a437d0b9f622fec5329c6d7af.jpg
87.76565742492676,44.11282671260069,1,200,106.94767093658447,52.856633792352625,1,238,8.743807079751932,19.182013511657715,7f777981e2a46b0d4f770de8def6cb78.jpg
130.06886959075928,72.29336800913366,0,233,129.06646347045898,72.44252781392176,1,251,0.14915980478809843,-1.002406120300293,0e8d3736396b615c0798033f37e4a481.jpg
125.89546012878418,71.40287123383567,0,250,125.95172595977783,69.89986093024545,1,251,-1.5030103035902158,0.056265830993652344,fd079817727211a09fd6b0415463f23d.jpg
129.38158321380615,70.04069420844974,0,255,129.3543300628662,74.65596893819574,2,255,4.615274729746005,-0.027253150939941406,071ff9c782ead87dfa9b1c025c25e769.jpg
140.78522205352783,58.537903762554585,0,227,138.0744504928589,62.41900917606274,1,250,3.881105413508152,-2.7107715606689453,f0c719e77a94983d22ad4a1e96e37f34.jpg
163.2314281463623,57.952215614551825,0,255,150.09954929351807,61.4546772376245,0,255,3.5024616230726764,-13.131878852844238,c8a56cc3c310b1619ec6559afab11089.jpg
125.00235176086426,57.5031985861125,0,255,127.39883041381836,63.51773368479267,1,255,6.01453509868017,2.3964786529541016,3cac0eba7aff674db58e5e7d5cebe985.jpg
175.70261764526367,52.990759510550276,0,237,163.35269832611084,55.50592148804947,0,250,2.51516197749919,-12.349919319152832,4ea43f30fdd925340ad598bb10028c97.jpg
134.46295642852783,48.700857689103465,0,255,139.597638130188,51.35037188474791,0,255,2.649514195644443,5.134681701660156,7d746268923b15615c93334eff3a6baf.jpg
141.05916786193848,56.87325046998725,0,255,144.65084266662598,57.88162608118035,0,255,1.0083756111931024,3.5916748046875,ea99ac7087780248ca58449abd57f377.jpg
133.39662837982178,39.60768535240991,0,255,138.11330699920654,46.06856509235741,1,255,6.460879739947501,4.716678619384766,088d83359d1a00ba24251220ace42edc.jpg
158.5411434173584,70.53251865847038,0,255,152.65322303771973,72.54542715400427,1,255,2.0129084955338925,-5.887920379638672,4bd2c3d9e7b1e62d3b55d858b5dca1a0.jpg
112.58886909484863,69.48202045137059,0,255,114.82787799835205,73.65835137073587,1,255,4.1763309193652844,2.239008903503418,3ee8d416f1b67797ce0495b4393b2aaf.jpg
133.42026901245117,79.65438815557631,0,255,127.50897407531738,79.56240519619976,0,255,-0.09198295937655132,-5.911294937133789,8fb5356727d6147b99fea57e012b0b64.jpg
149.56968879699707,81.69456406769649,0,255,142.45459270477295,80.11824545172809,0,255,-1.576318615968404,-7.115096092224121,01b0510a8d3b0860429536653db5eb21.jpg
162.68410682678223,48.91339833411308,0,240,153.36678886413574,55.691343924513745,1,251,6.7779455904006625,-9.317317962646484,7324c001e2512d3ea9197b0151c6c1b0.jpg
177.3852128982544,49.97818487990686,0,255,162.66672229766846,55.97404223599519,1,255,5.9958573560883295,-14.718490600585938,84fe5801e7bcf024bb26b7c9285e43bc.jpg
158.21088314056396,66.58579585821109,0,255,145.51858043670654,69.21632575961165,1,255,2.630529901400564,-12.692302703857422,65bf4d6bc6fcf6a912ef3ec74bf9e35c.jpg
160.90754508972168,54.13260915068682,0,247,150.47305393218994,57.34049831921994,1,253,3.2078891685331214,-10.434491157531738,f62a549cbf9dedb3a5990a691bd7c27a.jpg
143.78743362426758,77.11283628140518,0,255,136.74866485595703,77.1903135466801,0,255,0.07747726527492205,-7.038768768310547,54f9194379210945be0ed72fac357456.jpg
139.37765216827393,64.93227405740632,0,234,137.1744327545166,67.33648793446292,0,251,2.4042138770566055,-2.203219413757324,4010817f919544f7c1c7eef1858ce071.jpg
120.06209564208984,56.66061806042202,0,255,129.42461776733398,60.22193010649875,1,255,3.5613120460767362,9.36252212524414,84c87b7beb63b5b3ac76ed9da17c7033.jpg
135.73535346984863,71.09842737968674,0,255,137.61719799041748,70.16751017391637,1,255,-0.9309172057703705,1.8818445205688477,8d002d924e667aded2857442587afe81.jpg
123.6490364074707,53.8585559964095,0,255,132.7094783782959,54.282114071346165,1,255,0.42355807493666475,9.060441970825195,6e469682b53c4c558e23632c4c7e4fe5.jpg
131.4224271774292,68.41790831174563,0,255,127.74079036712646,71.28260233707203,1,255,2.8646940253264006,-3.6816368103027344,231f7662ddb1e997de7ae4e11840960f.jpg
150.84730339050293,77.93319380142084,0,255,144.5627212524414,78.48143376817704,0,255,0.5482399667561992,-6.284582138061523,fa4c38b3c5e53e1e84bd0923f2d8e480.jpg
131.67681884765625,52.296969847590276,0,255,136.44994640350342,59.61624454646463,0,255,7.319274698874352,4.773127555847168,bbcafeecae64804e1e0780b49bafd5bd.jpg
134.5313310623169,57.10046282679731,0,255,131.33200645446777,62.49971669907251,1,255,5.399253872275196,-3.199324607849121,4b9ee23b2f17c3621158a9bef81cf86b.jpg
134.6535358428955,61.06577046010756,0,240,128.527681350708,64.93382241403839,2,252,3.8680519539308307,-6.1258544921875,adec73c9152d88ac38c830602cd8b1ad.jpg
142.58312606811523,52.28182341356947,0,255,136.09014320373535,60.92779638632801,1,255,8.645972972758543,-6.492982864379883,ef8c3f4f4d6b6d278abdbc8077051629.jpg
120.8548173904419,57.16060788355788,0,255,130.3160524368286,54.41848602951321,1,255,-2.742121854044669,9.461235046386719,ddb599239817420d3cc38fd0eb881c8a.jpg
173.9677095413208,55.44534808457135,0,255,162.4723138809204,62.492890268253845,1,255,7.047542183682495,-11.49539566040039,b76de23d23b7418566348c413efa1a3f.jpg
133.85879707336426,49.79319083772386,0,255,140.3263635635376,54.119383168906054,0,255,4.326192331182192,6.46756649017334,ff60d1425ffd67d12aa61e3eb3b45040.jpg
149.908540725708,60.294973523817774,0,246,142.33982181549072,64.40498939870264,1,252,4.110015874884866,-7.568718910217285,fa9cd1a78a6d2d8d6e918a8c4125faf4.jpg
143.00335216522217,66.45637897974481,0,255,137.09693813323975,68.52942181216245,1,255,2.0730428324176415,-5.906414031982422,322976528934fc60a595afd9a1bc656d.jpg
126.5869026184082,55.70214542494515,0,255,130.1326150894165,61.02046834163552,1,255,5.31832291669037,3.545712471008301,b0f6a0c19f3b18beda2c9197d1c4440b.jpg
113.80048561096191,58.5279108156525,0,243,126.19307708740234,60.322388737716686,0,251,1.794477922064189,12.39259147644043,fec797e0e4b2eff050372800790c01e8.jpg
145.49098587036133,70.49201468836854,0,255,139.22003936767578,69.89174502473674,1,255,-0.6002696636318063,-6.270946502685547,9df340dc63bb0f9c185f2d019cd533a8.jpg
120.09372329711914,67.12900516523273,0,255,127.87662410736084,71.89775335640547,2,255,4.768748191172747,7.782900810241699,5164a68ca025b37b2ee9525b66c01071.jpg
107.85219669342041,53.691843108076476,3,227,119.76375198364258,55.165067402983254,1,245,1.4732242949067782,11.911555290222168,5dfb216441a8b99cf5e617ba76cf164a.jpg
112.69482231140137,67.78735165481676,0,255,119.01734066009521,70.5497255727862,1,255,2.762373917969441,6.322518348693848,92a7ca7a9adaf9d057f28fecec78e449.jpg
90.8183183670044,42.00124667652956,8,202,108.16366767883301,51.166696381868455,2,242,9.165449705338894,17.345349311828613,879caa633ff0c3c5a9f2c483e757b991.jpg
132.1126766204834,55.95235800097121,0,252,136.61231327056885,60.48997806249776,2,254,4.537620061526553,4.499636650085449,b7cde19a331d3ba71fcb8efc361af419.jpg
156.14217472076416,63.370330333412056,0,255,146.85857772827148,67.3949958005363,1,255,4.024665467124237,-9.283596992492676,d6569366db7f18f343963d9119307f89.jpg
151.93057537078857,64.80030585245711,0,255,143.14527797698975,66.35798526135493,1,255,1.5576794088978119,-8.785297393798828,d647ae4618fc943d965b25c3aab3fb4c.jpg
150.60287761688232,60.874495173850576,0,247,145.80676937103271,62.85712366201266,1,252,1.982628488162085,-4.796108245849609,3b887c0550e9722c9b86b7c22ad09e11.jpg
133.37528133392334,63.758340923208614,0,255,133.31376552581787,69.99760472385942,2,255,6.239263800650811,-0.06151580810546875,ddcd8866dd04a1b1e87bbcf3ab9c6760.jpg
